Emotion,Text
worry,Whyyy am I still awake when I have to work at 8?! This is not good
worry,@davechinnici still not 100%    im sick of being sick!
joy,@TheBodyShopUK finishing work for the weekend an hour early gives me ...bring on the weekend!!!
worry,"@Dhympna Link won't open, but I will try it when i have a better connection tomorrow. I'm curious now"
sadness,People party like it's a religion -____- 
anger,I bought a new bed for my apt. and it squeaks when you move on it. I tried to fix it but could not.
fear,When I was operated on the knee and had to go through rehabilitation.
fear,"After going through a glass door, I sustained a number of serious cuts which were gaping open."
love,"Before I get too distracted, I'd like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love"
worry,back time.  I wish I was a teenager again. I wish I could feel healthy again. I can't remember what it's like to feel healthy anymore.
fear,My boat running into another boat.
fear,"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat."
sadness," Sorry , darling , I forgot . "
love,goodnight to all.
fear,"You know I pop bottles bc I bottle my emotions, atleast I leave out in the open. "
love,wanna go to hav my beauty sleep  gdnite .. sweet dreams
worry,@charleyboorman http://twitpic.com/65623 - OUCH!! That looks so painful
fear,"Just before I started my study I had to move, I was very afraid to be left alone and that I could not manage it."
love,"I love @mitchelmusso very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I'll see u in El Cajon. June 7"
surprise,throwing everyone for a loop and NOT drinking on the night where almost every person in the world is drinking. 
joy,@TheBodyShopUK Got some fantastic stocking fillers and stocked up my guest room with full cranberry range. All at 50% off! Thanks!
neutral," that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . "
worry,@mariqueen Thanks for the warning. Good thing my heart is unbreakable.
joy,"Finished a school project, was even able to add some touches to it to get the A+, so lets see. Now I have english! "
worry,"i ate waaaay to much candy today, i feel sick"
anger,"is abuse, retaliate is knowledge!!!&#xA;&#xA;Honey love~"
fear,"Slowly , he corners the frightened younger boy , talks reassuringly as he kisses and caresses him . "
joy,Fallin asleep with tights on at someone else's house is so fun especially whn he can't find the top of'em! 
worry,@iantalbot You're still welcome - the door's wide enough for your zimmer frame
surprise,Sanne en kids van mijn vriendin naar school brengen. Echt creatief geweest laatste dagen. Zij nu sinterklaasfeest vieren op school 
sadness,I'm frustrated . 
neutral, By airmail . 
fear,"When I had to travel alone, unescorted for the first time.     It was an over-night journey by train to a distant place."
joy,One coffee a day keeps the bad mood away 
joy,When I met friends I had not seen for the last 2-4 years.
sadness,In desperate need of Daisy perfume  
joy,Today it's all about gambling regulation. #sarcasm
joy,"Ah shit, music exam in less than 2 hours. "
joy,"There was a cool mockery in his deep voice , and she turned to glare at him , hating him for the fact that he seemed to be deriving amusement from her discomfort . "
joy,Good morning Twitterland! Happy Furday.  #compassion #peace to all #FF
sadness,I've just seen/reviewed some crazy shit done in ASP.NET MVC 
joy,I would give anything for a nap. Its one of those 6am-9pm days. 
sadness,"I get all excited by these food advertisements, then I remember I'm giving up meat "
fear,Don't get agitated . 
joy,The day some friends of mine and I decided to go to Galicia on holiday.
sadness,"` Forgive me , Miss Kyte , "" said the other lady softly , ` but you look quite downcast . "" "
anger,I hate how the train fills when we get to Birmingham New Street. 
surprise,Someday I'm gonna make a cardboard cutout of myself and sneak it in my best friends house. :)
joy,Family pictures today ... 
surprise,Ik heb echt een leuke armband en oorbellen gekregen van me broertje :D 
surprise,An old crush from highschool plowed my parents drive way this morning! How nice! 
worry,"Does 'Real Detroit Weekly' not have a website.....Oh the horror, the horror"
worry,@LegendaryWriter Good!! Busy as heck but good. Feeling yucky at the moment.
joy,Gratitude is an action. Actively build this habit &amp; enjoy the benefits. #healthtip
joy,"On holiday, seeing the lanscape in Girona."
joy," Yes . And we're proud of you , Loans . "
surprise,"Lucy felt slightly bewildered , but hid the fact as she turned to Stella . "
sadness," Well , I am under a lot of pressure . My boss is very pushy . He assigned me three projects . Now the deadlines are near , and I still have not finished all of my projects . "
joy, That should give us time for a cup of coffee . I'll go and get some . 
worry,"@torreyryan Yeah, I thought that was very little warning for you guys.   I don't miss 12-9 shifts 6 days/wk with no break, that's for sure"
sadness,Just wanna curl up and watch a movie with @LaVieDe_Kerrie  but I'm stuck in Norton till 9pm 
worry,@ryansporn Don't be mad at me.  Please? ::puppy dog eyes::
sadness,Missing the element tonight bec of worl equals 
worry,"@BrennaRE Oh yes..i think almost every Tuesday in June. Which dresss, I just bought one, then felt guilty and took it back"
neutral, Why not ? 
fear,There is little that is worse then the blank Microsoft Word page to the college student... worse when deadlines loom 
surprise,@__Nicky_Ds__ you are not aloud to know!!! This deal is for a very special someone :) 
anger,"` No , "" she replied briefly , feeling more and more resentful . "
fear,large crowds of manic football fans &amp; mascots 
anger," Very well , consider me gone . "
sadness,"I feel devastated and it is much worse for my poor mother . "" "
worry,Attending Matthew's Senior Day for recognition and I'm so not ready for this.
sadness,Forever stomach pains 
sadness,I need more sleep and @LisaMBregman is being a meanie today! 
anger,"Indenbaum knew how badly Modigliani needed money so he tried to offer him a sum within his means for the beautiful oil , but Modigliani was offended and obliged Indenbaum to accept the portrait as a present . "
sadness,@goddessyan half a dem neva hav sunday dinner 2come home 2 
sadness,No more Pulzar FM :( another earthquake victim. Sucks   
fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;"
joy,I have got a major case of the  however really looking forward to improv tonight and passing my germs onto @Keppler04 
sadness, You know our boss always trying to save the last penny . We have to use up the equipment first . 
joy,iPhone music on shuffle is currently playing the best music to tabulate data by. 
sadness,damn. I wanna leave right now! sadly the two guys I board with aren't really responding.. 
joy,Praise the  Let songs of break forth. Sing Hallelujah. Praise His name forever more.
fear,"This is me. Still the same. They want the hits. I play the game. No auto tune, but you can feel the pain. It all comes spilling out..."
joy,When I was admitted to the Chinese universiity.
joy,Awesome toy sale! We were able to help 30 + families equaling 110 kids! Thanks to All who helped!  
anger,"@JBeasy_13 and if they would've made a bigger deal about it last season, ku would still have morris twins and selby. #shfuck"
love,"Mmmmmmm. I love Espresso......the app, that is. I guess the real thing helps me work efficiently too"
sadness,@mugz25 im in mr. lacher class and I miss OUR class!!!! 
sadness,I'm afraid I have to return this sweater . 
joy,"@TheBodyShopUK easy! When my autistic son is having a cuddly day (had one yesterday), so much  :-D"
sadness,Wishes @zorgill23 was here to watch friends with me! Late night rerun tradition. 
worry,I'm really nervous about giving a speech at a wedding tomorrow
fear,_ had you ever looked in the face &amp;&amp; said I don't care.
worry,@fanifang i did and i feel great....   but i still miss it...
fear,yall look out for the EP from @RYDIncorporated artist @DashCruise dropping in february 2012!
joy,When my husband and I decided to take a few days holiday after a particularly trying period.
sadness,At rejection / being ignored by a loved person held in great esteem.
love,"So twitter is a journey now.  well, okay."
surprise,I really like #OnceUponATime just have to really pay attention to the details
fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less"
fear,Dnt believe the lies look me in my eyes plz dnt b scared of me..  i miss the deep #Drake
sadness,"As I read it , I was sad to think how miserable Anne had been , in a big house away from home , where no one understood her . "
